"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Temple",,,"Jl. Segara Windu No.15","Kabupaten Badung","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Temple&query_place_id=ChIJNWmkXwBD0i0RHVK17eDzp4U","Pura"
"Pura Jelih Lembih","4.8","4","Jl. Batu Intan No.41","Kabupaten Gianyar","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pura%20Jelih%20Lembih&query_place_id=ChIJm3bQtcA_0i0R8BJmKjQNouE","Pura"
"Pura Dalem","5","3","8GC9+JH6","Kabupaten Klungkung","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pura%20Dalem&query_place_id=ChIJ8yHawgtz0i0RetXivBz6oiY","Pura"
"Kebo Iwa Temple","3.3","3","C8M3+8PJ, Jl. Kebo Iwa Utara","Kota Denpasar","Bali","ID",,"","Tempat Ibadah",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kebo%20Iwa%20Temple&query_place_id=ChIJRztlGuEV0i0RKNtnc_z_P-Y","Tempat Ibadah"
"Dalem Temple Banjar Jurang Batu - Suana",,,"7H9J+4CQ, Jurang Batu Village","Kabupaten Klungkung","Bali","ID",,"+62 823-4227-5769","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dalem%20Temple%20Banjar%20Jurang%20Batu%20-%20Suana&query_place_id=ChIJB6vfemd30i0RXIZOKxUIBII","Pura"
"Pura Dalem Pacunggrigis ᬧᬸᬭᬤᬍᬫ᭄ᬧᬘᬸᬂᬕ᭄ᬭᬶᬕᬶᬲ᭄᭟​","5","4","F73J+9FJ, Jl. Ir. Sutami","Kabupaten Gianyar","Bali","ID",,"+62 819-9975-4178","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pura%20Dalem%20Pacunggrigis%20%E1%AC%A7%E1%AC%B8%E1%AC%AD%E1%AC%A4%E1%AC%8D%E1%AC%AB%E1%AD%84%E1%AC%A7%E1%AC%98%E1%AC%B8%E1%AC%82%E1%AC%95%E1%AD%84%E1%AC%AD%E1%AC%B6%E1%AC%95%E1%AC%B6%E1%AC%B2%E1%AD%84%E1%AD%9F%E2%80%8B&query_place_id=ChIJV7qWAcU90i0RNYekFLK-Mws","Pura"
"SARI NADI TEMPLE","2.5","2","Jl. Bypass Ngurah Rai","Kota Denpasar","Bali","ID",,"+62 878-6063-2502","Toko umum","Toko",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SARI%20NADI%20TEMPLE&query_place_id=ChIJ8RVtUIVB0i0Ry8Lr4qBOGKk","Toko umum"
"XXR Stone Temple",,,"Gg. XX No.94","Kota Denpasar","Bali","ID",,"","Tempat Religius",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=XXR%20Stone%20Temple&query_place_id=ChIJBSZs0D5B0i0RPb2dzjas4Nk","Tempat Religius"
"Pura Pande Temesi",,,"Jl. Raya Temesi No.43","Kabupaten Gianyar","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pura%20Pande%20Temesi&query_place_id=ChIJa1QY4eUX0i0RdDkj04V4H7s","Pura"
"Sanggah Gede Pangeran Tangkas Kori Agung","4.5","2","86VF+8QM, Jl. Lely Gg. I","Kota Denpasar","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sanggah%20Gede%20Pangeran%20Tangkas%20Kori%20Agung&query_place_id=ChIJbzprMptA0i0RVLu67RcjbXw","Pura"
"PURA DALEM KAWITAN ARYA KENCENG","4.5","2","Jl. Waturenggong","Kabupaten Klungkung","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PURA%20DALEM%20KAWITAN%20ARYA%20KENCENG&query_place_id=ChIJW7r-4tkR0i0RspqJDaTbzF8","Pura"
"Pura Batur Panti Arya Wang Bang Pinatih","5","2","969V+249, Jl. Trengguli","Kota Denpasar","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pura%20Batur%20Panti%20Arya%20Wang%20Bang%20Pinatih&query_place_id=ChIJr28vTpk_0i0RmNtdCv7Oh6o","Pura"
"Temple Kemulan Papak Badeng",,,"6H97+R64 Banjar Bungkil","Kabupaten Klungkung","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Temple%20Kemulan%20Papak%20Badeng&query_place_id=ChIJJdSWA1xx0i0RYx3Cyyp3vaw","Pura"
"Puseh Sari Temple",,,"7H7M+QV7, Jurang Batu Village","Kabupaten Klungkung","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Puseh%20Sari%20Temple&query_place_id=ChIJo9nCSNt20i0RN1RskibnnXI","Pura"
"Ocean Gravity","4.9","228","Jl. Bet Ngandang II No.21","Kota Denpasar","Bali","ID","https://www.oceangravitybali.com/","+62 813-3711-9306","Pusat Menyelam","Klub Menyelam","Toko Peralatan Selam","Instruktur Selam","Biro Wisata Bawah Laut",,,,,,"https://www.google.com/maps/search/?api=1&query=Ocean%20Gravity&query_place_id=ChIJ23w2Kb5B0i0R7B22IAg0O9A","Pusat Menyelam"
"Crystal Divers","4.9","244","Jl. Bypass Ngurah Rai Gang Griya No.6","Kota Denpasar","Bali","ID","https://www.crystal-divers.com/","+62 361 286737","Pusat Menyelam","Toko Peralatan Selam","Instruktur Selam","Biro Wisata Bawah Laut","Sekolah Pendidikan Khusus",,,,,,"https://www.google.com/maps/search/?api=1&query=Crystal%20Divers&query_place_id=ChIJnYX08shB0i0RiaM80T3uiJM","Pusat Menyelam"
"Diving-Indo","5","582","Jl. Danau Poso No.53A","Kota Denpasar","Bali","ID","https://www.diving-indo.com/","+62 823-3904-0200","Pusat Menyelam","Jasa Sewa Perahu","Penyewaan Kapal Pancing","Biro Wisata Bawah Laut","Kolam Renang",,,,,,"https://www.google.com/maps/search/?api=1&query=Diving-Indo&query_place_id=ChIJdf8VS7xB0i0Rc5BB1cXidG4","Pusat Menyelam"
"ZERO GRAVITY DIVING - BALI","5","239","Jl. Sekuta No.70","Kota Denpasar","Bali","ID","https://zerogravitydivingbali.com/","+62 821-4650-4530","Pusat Menyelam","Jasa Sewa Perahu","Agen Tur Kapal","Toko Peralatan Selam","Instruktur Selam",,,,,,"https://www.google.com/maps/search/?api=1&query=ZERO%20GRAVITY%20DIVING%20-%20BALI&query_place_id=ChIJDXmKT9ZB0i0RDjv_e8X90UQ","Pusat Menyelam"
"DUNE BALI ATLANTIS Diving - International *****","4.9","927","77W4+3RP, Jl. Bypass Ngurah Rai.96E, Sanur Kauh","Kota Denpasar","Bali","ID","https://bali.dune-world.com/","+62 812-3805-767","Pusat Menyelam","Klub Menyelam","Toko Peralatan Selam","Tujuan Wisata",,,,,,,"https://www.google.com/maps/search/?api=1&query=DUNE%20BALI%20ATLANTIS%20Diving%20-%20International%20*****&query_place_id=ChIJXXjQFEpA0i0R7bStJLkqzZs","Pusat Menyelam"
"Nusa Dua Dive Centre","4.8","297","Jl. Pratama Jl. Nusa Dua No.37XX","Kabupaten Badung","Bali","ID","https://www.nusaduadive.com/","+62 811-389-420","Pusat Menyelam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nusa%20Dua%20Dive%20Centre&query_place_id=ChIJOaoV0CJD0i0Rgg0yTfAiPbo","Pusat Menyelam"
"HIPPO DIVING BALI","4.9","146","Jl. Bypass Ngurah Rai No.207","Kota Denpasar","Bali","ID","http://www.hippodivingbali.com/","+62 811-3879-8000","Pusat Menyelam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HIPPO%20DIVING%20BALI&query_place_id=ChIJAw8uNv9B0i0RQsrlOtrdhtc","Pusat Menyelam"
"NICO DIVES COOL BALI Diving Center","5","885","Jl. Sekuta No.114","Kota Denpasar","Bali","ID","http://www.nicodivescoolbali.com/","+62 813-3755-9228","Pusat Menyelam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NICO%20DIVES%20COOL%20BALI%20Diving%20Center&query_place_id=ChIJr4bkFbhB0i0R88-FNXXQB_Y","Pusat Menyelam"
"S.E.A. Diving Bali SANUR","4.9","157","Sanur, Denpasar Selatan","Kota Denpasar","Bali","ID","http://www.seadivingbali.com/","+62 821-4566-4769","Pusat Menyelam","Toko",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=S.E.A.%20Diving%20Bali%20SANUR&query_place_id=ChIJ2YnEDLVB0i0RzkF1ZHk1jn4","Pusat Menyelam"
"Bali Fun Diving","4.9","1550","No.455 C, Jl. Tukad Balian","Kota Denpasar","Bali","ID","https://www.balifundiving.com/","+62 818-1892-9111","Pusat Menyelam","Instruktur Selam","Biro Wisata Bawah Laut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20Fun%20Diving&query_place_id=ChIJYzzpnaxB0i0RNFiB0yRlPNU","Pusat Menyelam"
"Snorkeling at Nusa Penida","4.8","821","Pelabuhan Banjar Nyuh II","Kabupaten Klungkung","Bali","ID","http://linktr.ee/snorkelingatnusapenida","+62 857-9287-5086","Biro Wisata Bawah Laut",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Snorkeling%20at%20Nusa%20Penida&query_place_id=ChIJXWsy19lz0i0RRMXIn7bsEmo","Biro Wisata Bawah Laut"
"SNORKELING WITH MANTA","4.7","168",,"Toyapakeh","Bali","ID","http://www.snorkelingwithmanta.com/","+62 819-9901-0014","Biro Wisata Bawah Laut",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SNORKELING%20WITH%20MANTA&query_place_id=ChIJm-L0Pndz0i0RPduwTEg09eM","Biro Wisata Bawah Laut"
"KING RAY SNORKELING MANTA POINT& TOUR ISLAND","4.9","208",,"Kabupaten Klungkung","Bali","ID",,"+62 813-2527-1709","Layanan Transportasi",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KING%20RAY%20SNORKELING%20MANTA%20POINT%26%20TOUR%20ISLAND&query_place_id=ChIJhWFdGwBz0i0RcN41osugAnM","Layanan Transportasi"
"Manta Snorkeling Nusa Penida | Snorkeling in Bali","4.9","111",,"Kabupaten Klungkung","Bali","ID","http://www.snorkelinginbali.com/","","Pusat Menyelam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Manta%20Snorkeling%20Nusa%20Penida%20%7C%20Snorkeling%20in%20Bali&query_place_id=ChIJNcAZfwBz0i0R-EgOXZcko-M","Pusat Menyelam"
"SALTY PENIDA SNORKELING","4.7","231",,"Kabupaten Klungkung","Bali","ID","https://saltypenida.com/","+62 878-6034-7643","Biro Wisata Bawah Laut",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SALTY%20PENIDA%20SNORKELING&query_place_id=ChIJ3Zulx2Rz0i0RRNRvGGW-KVY","Biro Wisata Bawah Laut"
"PENIDA TOUR ISLAND / NUSA PENIDA SNORKELING","4.9","49","Br baledan","Kabupaten Klungkung","Bali","ID","http://www.penidatourisland.com/","+62 821-4488-2214","Pusat Informasi Pariwisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PENIDA%20TOUR%20ISLAND%20%2F%20NUSA%20PENIDA%20SNORKELING&query_place_id=ChIJLXNeFylx0i0RJutMIp3wFtM","Pusat Informasi Pariwisata"
"Manta Point Snorkeling Nusa Penida","4.8","122","8GG4+M4P, Jalan Ped Buyuk","Kabupaten Klungkung","Bali","ID","http://www.nusapenidaexcursion.com/","+62 813-3752-1766","Biro Wisata Bawah Laut","Jasa Sewa Perahu","Agen Tur Kapal","Klub Menyelam","Pusat Menyelam","Penyelenggara aktivitas luar ruangan","Instruktur Selam",,,,"https://www.google.com/maps/search/?api=1&query=Manta%20Point%20Snorkeling%20Nusa%20Penida&query_place_id=ChIJfV64hElz0i0RpqofA_aeclc","Biro Wisata Bawah Laut"
"Captain Coconut Snorkeling","4.8","263","Lembongan island","Kabupaten Klungkung","Bali","ID","https://captaincoconut-lembongan.com/","+62 812-3990-7420","Tujuan Wisata","Pusat Menyelam",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Captain%20Coconut%20Snorkeling&query_place_id=ChIJf1QWZKBt0i0RVMI00BJX7O8","Tujuan Wisata"
"Kinara Nusatour Snorkeling and Nusa Penida tour","4.9","209","Jl. Yellow Bridge","Kabupaten Klungkung","Bali","ID","http://discoverlembonganandpenidaisland.com/","+62 812-3939-0314","Layanan Transportasi",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kinara%20Nusatour%20Snorkeling%20and%20Nusa%20Penida%20tour&query_place_id=ChIJ651HyO1t0i0R1c7Y_3Y997c","Layanan Transportasi"
"Lembongan Snorkeling Trips","4.8","253","Mangrove beach","Kabupaten Klungkung","Bali","ID","http://lembongansnorkelingtrips.com/","+62 821-4542-6252","Penyelenggara Perjalanan","Tujuan Wisata",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lembongan%20Snorkeling%20Trips&query_place_id=ChIJd0SCY1Bt0i0RjScbPg3I7qA","Penyelenggara Perjalanan"
"Marta lembongan Snorkeling , fishing and activities","5","140","Tamarind beach nusa lembongan","Kabupaten Klungkung","Bali","ID",,"+62 823-4188-2324","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Marta%20lembongan%20Snorkeling%20%2C%20fishing%20and%20activities&query_place_id=ChIJR5hX6JJt0i0RgHeWmT9d6i0","Tujuan Wisata"
"Island Snorkeling Fun , Fishing / Spearfishing / Snorkeling / Tour Island","5","62","Jl. Nusa Ceningan","Kabupaten Klungkung","Bali","ID","http://islandsnorklingfun.com/","+62 813-3613-787","Penyelenggara Perjalanan",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Island%20Snorkeling%20Fun%20%2C%20Fishing%20%2F%20Spearfishing%20%2F%20Snorkeling%20%2F%20Tour%20Island&query_place_id=ChIJVbrtBABt0i0RZmqa1f3nkHA","Penyelenggara Perjalanan"
"Mortar Point Snorkeling | Manta Ray Trip to Nusa Penida","4.8","117","Jl","Kabupaten Klungkung","Bali","ID","https://linktr.ee/mortarpoint","","Biro Wisata Bawah Laut","Pusat Menyelam","Biro Wisata","Biro Perjalanan dan Wisata",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mortar%20Point%20Snorkeling%20%7C%20Manta%20Ray%20Trip%20to%20Nusa%20Penida&query_place_id=ChIJN5hvZABz0i0RX7U6acoIJLg","Biro Wisata Bawah Laut"
"Tiger Rays Snorkeling","5","121","8F8P+RWF","Kabupaten Klungkung","Bali","ID","https://tigerrayssnorkeling.com/","+62 821-4593-8667","Biro Wisata Bawah Laut","Tujuan Wisata",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tiger%20Rays%20Snorkeling&query_place_id=ChIJ26JQGwBz0i0R09oK3J2uYdE","Biro Wisata Bawah Laut"
"Manta Snorkeling","4.9","53",,"Kabupaten Klungkung","Bali","ID","https://www.malayadiveandheal.com/","+62 813-3823-1291","Agen Tur Kapal","Toko Peralatan Selam","Instruktur Selam","Biro Wisata Bawah Laut","Sekolah Renang",,,,,,"https://www.google.com/maps/search/?api=1&query=Manta%20Snorkeling&query_place_id=ChIJgzSgZoFz0i0Rrh-DAaVLfFs","Agen Tur Kapal"
"Bali Aqua Dive Center","4.8","352","Bali Aqua, Jl. Sekar Waru No.1 lt 1","Kota Denpasar","Bali","ID","https://baliaqua.com/","+62 812-3777-9099","Pusat Menyelam","Pusat Olahraga Petualangan","Agen Tur Kapal","Klub Menyelam","Toko Peralatan Selam","Kontraktor bawah laut","Instruktur Selam","Biro Wisata Bawah Laut","Layanan Rental Peralatan Olahraga Air",,"https://www.google.com/maps/search/?api=1&query=Bali%20Aqua%20Dive%20Center&query_place_id=ChIJ0yBQzL1B0i0RxjGy6mNcHuc","Pusat Menyelam"
"Nusablu Diving Penida","5","225","Jln. Grya Purna Ashram","Kabupaten Klungkung","Bali","ID","https://www.nusablu.com/","+62 822-6609-9293","Pusat Menyelam","Hotel Resor",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nusablu%20Diving%20Penida&query_place_id=ChIJvZB2KkRz0i0R3sGnkU8FiQk","Pusat Menyelam"
"Joe's Gone Diving Bali","4.7","150","Jl. Bypass Ngurah Rai No.44A","Kota Denpasar","Bali","ID","https://www.joesgonediving.com/","+65 9760 0300","Pusat Menyelam","Toko Peralatan Selam","Instruktur Selam","Biro Wisata Bawah Laut","Pusat pelatihan",,,,,,"https://www.google.com/maps/search/?api=1&query=Joe's%20Gone%20Diving%20Bali&query_place_id=ChIJx9lYk0pA0i0RpFiaXOlY-CM","Pusat Menyelam"
"Neptune Scuba Diving","4.7","163","Jl. Suka Merta","Kota Denpasar","Bali","ID","https://neptunescubadiving.com/","+62 821-9495-4383","Pusat Menyelam","Toko Peralatan Selam","Instruktur Selam",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Neptune%20Scuba%20Diving&query_place_id=ChIJVcid8aJB0i0RKNbx4yTHz3E","Pusat Menyelam"
"All 4 Diving Bali","4.8","231","Jl. Danau Tamblingan No.168","Kota Denpasar","Bali","ID","http://www.all4divingindonesia.com/","+62 811-3868-666","Pusat Menyelam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=All%204%20Diving%20Bali&query_place_id=ChIJIfVit8tB0i0RklgshSKcQa0","Pusat Menyelam"
"Scuba Junkie Penida","4.8","199","Jln Raya Toyapakeh-Ped, Banjar Nyuh Desa Ped Nusa Penida, Klungkung Nusa, Penida","Kabupaten Klungkung","Bali","ID","https://www.scubajunkiepenida.com/","+62 811-3907-078","Pusat Menyelam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Scuba%20Junkie%20Penida&query_place_id=ChIJwXCwpM5z0i0RvfNzf6n-8KY","Pusat Menyelam"
"World Diving Lembongan","4.9","243","Nusa Lembongan, Pondok Baruna, Gg. Nusa Indah Jl. Jungutbatu","Kabupaten Klungkung","Bali","ID","http://www.world-diving.com/","+62 812-3900-686","Toko Peralatan Selam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=World%20Diving%20Lembongan&query_place_id=ChIJZRbMjQpt0i0RPUOU_jN3uH8","Toko Peralatan Selam"
"Alpha World Diving","4.9","46","Gg. Meranggi No.1A","Kota Denpasar","Bali","ID","http://www.awdive.com/","+62 361 4492155","Toko Peralatan Selam","Pusat Pendidikan","Instruktur Selam","Biro Wisata Bawah Laut",,,,,,,"https://www.google.com/maps/search/?api=1&query=Alpha%20World%20Diving&query_place_id=ChIJZRXe_htB0i0R6x3-cuu9c0Y","Toko Peralatan Selam"
"Plongée BALI | BALI BREIZH DIVERS | centre de plongée PADI 5 STAR IDC - FFESSM","4.7","103","N°464 A, Jl. Bypass Ngurah Rai","Kota Denpasar","Bali","ID","https://www.scubadivingbali.com/","+62 812-4618-8744","Pusat Menyelam","Toko Peralatan Selam","Instruktur Selam","Biro Wisata Bawah Laut",,,,,,,"https://www.google.com/maps/search/?api=1&query=Plong%C3%A9e%20BALI%20%7C%20BALI%20BREIZH%20DIVERS%20%7C%20centre%20de%20plong%C3%A9e%20PADI%205%20STAR%20IDC%20-%20FFESSM&query_place_id=ChIJq2Rc_0BA0i0R_3ZSPnmk8V4","Pusat Menyelam"
"Bali Diving Academy","4.9","412","corner of, Jl. Sekuta Gg. Kalpataru","Kota Denpasar","Bali","ID","http://scubali.com/","+62 877-6004-8543","Pusat Menyelam","Toko Peralatan Selam","Biro Wisata Bawah Laut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bali%20Diving%20Academy&query_place_id=ChIJAyBbJpRt0i0RHOJ56_PtCTE","Pusat Menyelam"
"Lembongan Discovery Dive","4.9","421","Jl. Jungut Batu","Nusa Lembongan","Bali","ID","http://www.lembongandiscoverydive.com/","+62 815-8910-377","Toko Peralatan Selam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lembongan%20Discovery%20Dive&query_place_id=ChIJe4-rKnVt0i0R6HQU8G3toHQ","Toko Peralatan Selam"
"Celuk Temple","3.5","2","C72C+RCG, Br. Celuk, Sukawati","Kabupaten Gianyar","Bali","ID",,"","Pusat Informasi Pariwisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Celuk%20Temple&query_place_id=ChIJ6TBpMjA-0i0RNVnCWFF73Sc","Pusat Informasi Pariwisata"
"Pudak Harum Temple",,,"C62W+7FG","Kabupaten Gianyar","Bali","ID",,"","Tempat Ibadah",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pudak%20Harum%20Temple&query_place_id=ChIJuyHbW6E_0i0R9_QVrMk8YAs","Tempat Ibadah"
"Pura Kawitan Arya Wang Bang Pinatih","5","1","C9MG+6CM","Kabupaten Klungkung","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pura%20Kawitan%20Arya%20Wang%20Bang%20Pinatih&query_place_id=ChIJT0JOEgAV0i0RbKVzM0VnAJQ","Pura"
"Pura Kawitan Pedoman Pertisentana Dalem Myukut","5","3","7HCX+J58","Kabupaten Klungkung","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pura%20Kawitan%20Pedoman%20Pertisentana%20Dalem%20Myukut&query_place_id=ChIJDaZZdmR30i0RqjidDLIYXj0","Pura"
"Dewata Temple 3","4.5","4","Jalan Profesor Dr Ida Bagus Mantra 150 Meter Sebelah Timur Gapura Masuk, Jalur Lambat","Kota Denpasar","Bali","ID",,"+62 852-3710-6225","Toko",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dewata%20Temple%203&query_place_id=ChIJTeco1gpA0i0RaD0kP7m-Abo","Toko"
"MantaCliff","4.2","228","banjar peguyangan","Kabupaten Klungkung","Bali","ID",,"+62 811-1000-3900","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MantaCliff&query_place_id=ChIJ-6BdRWd70i0RcRki_A6XV_o","Tujuan Wisata"
"The Lotus Temple Spa & Beauty","4.9","15","Jl. Pratama No.85A","Kabupaten Badung","Bali","ID",,"+62 877-4565-2461","Spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=The%20Lotus%20Temple%20Spa%20%26%20Beauty&query_place_id=ChIJMVWj8C9D0i0RKwWt7F0V0ew","Spa"
"Temple Desa Rangkan Ketewel Parking","5","1","97HX+P8M","Kabupaten Gianyar","Bali","ID",,"","Tempat Parkir Gratis",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Temple%20Desa%20Rangkan%20Ketewel%20Parking&query_place_id=ChIJHcCfq6AV0i0RRKRyQJ718_I","Tempat Parkir Gratis"
"Pura Dadia Dauh","4","1","C9RJ+M78, Banjar Sarimertha","Kabupaten Klungkung","Bali","ID",,"+62 818-0363-7896","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pura%20Dadia%20Dauh&query_place_id=ChIJAXs5xf8T0i0Ri1e2jiWkmvk","Pura"
"Ganesha temple",,,"Jl. Srikandi No.1","Kabupaten Badung","Bali","ID",,"","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ganesha%20temple&query_place_id=ChIJ0Va9EABD0i0RkxVa2qVuGNs","Pura"
"Merajan: Arya Pedoman (sri aji kresna kepakisan)Br.Angkal",,,"7HJR+MMR","Kabupaten Klungkung","Bali","ID",,"+62 831-1464-1483","Pura",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Merajan%3A%20Arya%20Pedoman%20(sri%20aji%20kresna%20kepakisan)Br.Angkal&query_place_id=ChIJx6Ivsut30i0Rx9smiPof_WI","Pura"
"Manta Point Snorkeling Nusa Penida","3.5","29",,"Kabupaten Klungkung","Bali","ID","http://www.nusapenidaexcursion.com/","+62 831-1471-2976","Biro Wisata Bawah Laut","Klub Kapal","Agen Tur Kapal","Klub Memancing","Instruktur Selam","Pusat Informasi Pariwisata",,,,,"https://www.google.com/maps/search/?api=1&query=Manta%20Point%20Snorkeling%20Nusa%20Penida&query_place_id=ChIJ2dpt2ohv0i0Rd9dgg_Coi0A","Biro Wisata Bawah Laut"
"Banyumala Waterfall","4.8","5301",,"Kabupaten Buleleng","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Banyumala%20Waterfall&query_place_id=ChIJdegEep2P0S0RlyNNjuDZzE4","Tujuan Wisata"
"Blahmantung Waterfall","4.7","186","PX2X+6H3","Kabupaten Tabanan","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Blahmantung%20Waterfall&query_place_id=ChIJCaEpSAuH0S0RtyY9wJ0oVr8","Tujuan Wisata"
"Secret Waterfall","3.6","230","Jl. Raya Laplapan No.7","Kabupaten Gianyar","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Secret%20Waterfall&query_place_id=ChIJ6xdeq8I90i0Rh5Dcmd4X0MY","Tujuan Wisata"
"Banyu Wana Amertha Waterfall","4.8","1430","Q4RG+229","Kabupaten Buleleng","Bali","ID",,"+62 822-4616-9096","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Banyu%20Wana%20Amertha%20Waterfall&query_place_id=ChIJL6Q2CwqP0S0RRcaWKuRqTPY","Tujuan Wisata"
"Yeh Aya Waterfall","4.3","14","JW6X+JQ6","Kabupaten Tabanan","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yeh%20Aya%20Waterfall&query_place_id=ChIJi7M1yx4r0i0RLJ8-Ddj2Iag","Tujuan Wisata"
"Gema waterfall","5","2","95WV+X5H, Jl. Raya Sading","Kabupaten Badung","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gema%20waterfall&query_place_id=ChIJcTRTMQA_0i0RvrTZbc859KM","Tujuan Wisata"
"Air Terjun Leke Leke","4.5","3467","Kerobokan","Kabupaten Tabanan","Bali","ID",,"","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Air%20Terjun%20Leke%20Leke&query_place_id=ChIJXfZP2tYg0i0RUaM-yoiFiXs","Tujuan Wisata"
"secret waterfall","4","23","F4FR+CQ9, Jl. Tukad Yeh Ho","Kabupaten Tabanan","Bali","ID","https://www.facebook.com/share/r/JthBzWgJwsuswAq3/?mibextid=I6gGtw","+62 878-7664-3943","Tujuan Wisata",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=secret%20waterfall&query_place_id=ChIJY3T_X3c70i0RivhnCUaDYno","Tujuan Wisata"
"Manta Bali Dive Center","4.3","6","Jl. Duyung No.160","Kota Denpasar","Bali","ID","http://balidivecenter.weebly.com/","+62 821-4636-6940","Toko Peralatan Selam",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Manta%20Bali%20Dive%20Center&query_place_id=ChIJaZIJFMFB0i0R29TvusaQtSc","Toko Peralatan Selam"
"Scubacrew bali diving centre","4.9","14","Jl. Sekuta No.34","Kota Denpasar","Bali","ID",,"+62 812-3786-3575","Pusat Menyelam","Penginapan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Scubacrew%20bali%20diving%20centre&query_place_id=ChIJXc2ZAU5A0i0Rp2HzKlHChZU","Pusat Menyelam"
